Title,Review,Town,Region,Type,Polarity
"La comida era buena, pero el servicio era raro.","Estuvimos allí temprano, así que el personal del restaurante superó a los invitados. El servicio era muy lento. Tenía que ir al bar y pedir a alguien que viniera y disfrutar de nuestro pedido de bebidas. El servicio de cena también era deficiente.",Tulum,QuintanaRoo,Attractive,2
Turista turístico,"El recorrido se coloca de puntos de venta por carretera, lo que deja todo el encanto de un sitio natural que podría ser muy hermoso.",Palenque,Chiapas,Attractive,2
Excelente ubicación,"El mejor lugar cerca de las ruinas y del centro de la ciudad, para aquellos que les gusta estar solos y no ser acosados, incluso por el personal del hotel.",Palenque,Chiapas,Hotel,2
No hagas lo que quieras.,"Este lugar está situado en el centro de Loreto y se indica en cada guía ya que es fácil encontrar buena comida en cualquier hora del día. Aunque es cierto que está abierto 12 horas al día, y es importante, especialmente después de las 8:00... cuando todo el mundo está cerca, la comida es terrible. las porciones son enormes, pero la calidad de la comida es desagradable, no importa lo que usted pida.",Loreto,Baja_CaliforniaSur,Restaurant,2
Es un tipo malo desde el principio.,"Como era tan recomendable, mi esposo y yo decidimos aventurarnos para ver cómo era el lugar. Pero desde el principio, preguntando si estaba en servicio y dónde había un aparcamiento, ella hizo muy poca atención a lo que estaba en el bar así que...Más",Malinalco,Estado_de_Mexico,Restaurant,2
"Decoraciones agradables, un mal servicio, comidas regulares.","El lugar está muy bien montado, pero todo se derrumba con el servicio muy lento y la comida de calidad media, no hay nada que merece ser mencionado como rico Los baños, también bien hechos pero sucio.",Izamal,Yucatan,Restaurant,2
Muy sucio.,"Por una noche es bueno, pero estaba muy sucio, encontré papel de baño entre las sábanas y todo lo que se escucha no puede descansar bien, para que el precio sea caro por la calidad de la habitación si me he hecho sucio.",San_Cristobal_de_las_Casas,Chiapas,Hotel,2
Deshonesta experiencia,"Me recomendaron este lugar, pero no tuve una buena experiencia, tomó 40 minutos tomar las bebidas, pedimos una comida que nunca llegué, entiendo que a veces los pedidos se pierden, en el momento de solicitar la cuenta igual a 20 minutos de espera, nunca hubo una excusa del personal, pero al contrario, se disculpa y toma el comentario a la ligera.",TodosSantos,Baja_CaliforniaSur,Restaurant,2
Decepcionado,"Creo que mis expectativas con respecto a este restaurante eran elevadas ya que leí muy buenos comentarios de éste, pero me fui hace unos días y el servicio era malo, el camarero no estaba atento, la pasta maliciosa y la pizza regular, la pizza en casa era más rica...Más",Palenque,Chiapas,Restaurant,2
No me impresionó.,"Hola a todos, espero que usted encontrará útil este comentario. Fuimos a la fiesta de bodas de un amigo en mayo 2012 ... todo el grupo de bodas y fuimos a alojarse en el complejo. bien la queja más grande que tengo con este lugar es el servicio y la comida. yo diría que la comida del servicio de habitaciones está a la altura de la comida que comer en un restaurante o un restaurante o un centro comercial, que es si usted tiene lo que usted quiere en el menú.",Isla_Mujeres,QuintanaRoo,Hotel,2
El único mal (para la cena de todos modos).,"Llegamos alrededor de las 18:45, encontramos un cliente para comer bien en el patio iluminado, una mujer de oficina que contaría las recetas del día, y... un camarero simpático, así que nos sentamos para comer.El camarero explicó las ofertas (sin menú), que incluían un pollo, un cerdo tamale tamale tamale y un vegetariano.Pidimos uno de cada uno de los dos primeros, además de una limonada (sin té).",Valladolid,Yucatan,Restaurant,2
mal hotel,"Yo sólo sería alojado como la última opción ya que las habitaciones huelen mal, el desayuno es terrible y el teléfono no se levanta por la mañana, dejando que alguien espere la línea más de 10 minutos y no viendo una especie de atención del personal de recepción en este caso, era un hombre.",Tlaquepaque,Jalisco,Hotel,2
Un buen lugar para el mal servicio de algunos miembros del personal.,"El lugar es agradable, hemos sido super bien atendidos por el maestro Alexander... pero la actitud de su capitán de maestros Isabel nos ha hecho pasar un momento muy difícil.",Dolores_Hidalgo,Guanajuato,Restaurant,2
"No, vale la pena.","Un buffet típico que ofrece una mezcla de platos que son muy típicos a pesar de los paneles de prensa que los anuncian.Si usted es un turista de la estación y usted se encuentra aquí, usted sabrá comer tanto de la comida yucateca y del buffet de su hotel....Más",Valladolid,Yucatan,Restaurant,2
"Situado en el extremo sur del pequeño parque de la isla, nada en particular.","Nos dirigimos a la isla en bicicleta. Tomamos unos 40 minutos del centro de la isla de Mujeres. Es un pequeño parque. Sólo nos dirigimos a esta zona y vimos el mar. Esto es lo que significaba para mí que teníamos en bicicleta la isla del extremo norte al final del sur de la carretera Punta Sur que llegó al norte, en bicicleta al este. La vista de la carretera al lado este de la isla era increíble con el mar Caribe y el agua clara y rocosa de la costa.",Isla_Mujeres,QuintanaRoo,Attractive,2
Instalaciones viejas,"Las instalaciones son viejas y el personal no es el más amable, podrían al menos tener un mejor tratamiento para salvarse, el precio no hace justicia, por este precio es mejor permanecer en otro lugar, el mejor es la vista, pero la mayoría de los lugares en la playa tienen una muy buena vista.",Bacalar,QuintanaRoo,Hotel,2
Puede mejorar.,"Reserve una habitación privada, la habitación era de buen tamaño, las instalaciones eran buenas, la piscina era de buen tamaño y la temperatura era excelente.",Sayulita,Nayarit,Hotel,2
Muy simple.,"Un museo muy simple con datos interesantes, a través de los cuales se puede llegar en 15 minutos, lo que no me parece un punto para visitar.",Bacalar,QuintanaRoo,Attractive,2
La experiencia es la misma.,"Me encanta la comida, aunque no es la mejor que he probado y aunque no es la mejor que he probado, siento que los clientes no tienen más atención.",Tlaquepaque,Jalisco,Restaurant,2
Habitación ocupada,"Además de tener una habitación ocupada y ver pasar el momento desagradable, sigue siendo la mejor opción en Valladolid: las habitaciones confortables y un buen baño, un buen restaurante, un espectáculo nocturno de Chichen Itza.",Valladolid,Yucatan,Hotel,2
Personal deficiente e instalaciones viejas; un gran espacio de spa.,"Es un hotel muy hermoso y está siendo ampliado, pero las nuevas zonas valen la pena, ya que las de 15 años ya parecen descuidadas porque no dan un mantenimiento adecuado... He notado en mi habitación, Huayna Picchu, que el suelo estaba en alfombra (a principios de los años 90 era antihigénico y más en época de Covid19); el baño era de aceite de caña y las cortinas tenían ganchos que no se adaptaban, además de la humedad en el ferry de ventanas... No tengo fotos porque estaba en viaje de trabajo y no tenía mucho tiempo y espacio.",Tepoztlan,Morelos,Hotel,2
Lo peor de la cadena,"La playa es extremadamente peligrosa, está llena de piedras y no tiene ninguna opinión del hotel marcando áreas donde no se puede instalar, el servicio del hotel es malo para los trabajadores y demasiado preferencia para el mercado extranjero, soy mexicano por casualidad, conozco 6 hoteles de la cadena y los otros 5 son excelentes Huatulco, Cancún, playa mujeres en punta de caña hacer atención y mejor escocés otro Resort",Tulum,QuintanaRoo,Hotel,2
¡Eso no es lo que dicen ser!!!,"Para ser uno de los mejores parques acuáticos, hay mucho que desear, si es muy grande y tiene muchas atracciones pero el hielo está helado, hay sólo dos piscinas termales (no tan bellas) para las que usted tiene que pagar un costo adicional de $ 25, además de la entrada que es de $ 230. Gran parte de sus instalaciones son muy antiguas e incluso deterioradas, hay mucho que mejorar.",Ixtapan_de_la_Sal,Estado_de_Mexico,Attractive,2
La comida fría es la comida fría.,"La comida es buena, pero hemos dado un día frío, un plato de sal tarde, el servicio de servidores no es culpa, muy agradable la mesa del nombre Úrsula.",Cholula,Puebla,Restaurant,2
Una trampa para los turistas,"Desafortunadamente, está diseñado para inflar los precios y bajar los costos. Su menú promete una experiencia muy diferente de lo que sucede en la mesa y los servidores están constantemente en campaña para inflar la cuenta. El servicio es lento y la calidad de la comida es...Más",Tlaquepaque,Jalisco,Restaurant,2
"No, eso no coincide con lo que ofrecen.","Un hotel que no es ni nuevo ni renovado, pero sólo pintado. Las fotos que ves en tu página no corresponden a la realidad. Desafortunadamente, la calidad de la comida, hay variedad pero no buena, pedí pan tostado y me trajeron cuatro piezas, verdes, cubiertas de hongos en cuatro. En las habitaciones, no sólo en la nuestra, aparecieron cactus. Hay mucha humedad y no hay extractor de aire. No hay guardarropa, sólo un vestido pequeño. Lo que puede salvarlo es la amabilidad del personal.",Palenque,Chiapas,Hotel,2
Una mala relación precio-calidad,"Me recomendaron en mi hotel, y pensé que era una opción para comer después de un largo viaje.",Real_de_Catorce,San_Luis_Potosi,Restaurant,2
Café mediocre y precios muy altos.,"Publicaré el café, pero no fue, pero cuesta más café en Seattle. El servicio y la comida son muy regulares para los precios altos. Hay muchos mejores lugares para ir!",Isla_Mujeres,QuintanaRoo,Restaurant,2
Sorpresa y decepción.,"Nuestra familia ha hecho varias vacaciones en la isla y antes habíamos oído hablar de la Gran Verde. Finalmente decidimos darle una oportunidad. El servicio era un decorado acogedor y era muy bueno. Cuando la comida llegó, nos sentimos muy decepcionados por la calidad. La comida... podría haber sido preparada en un microondas. No era para nuestro gusto en absoluto. Hay muchos buenos restaurantes en la isla, ¿por qué te preocupas?Más",Isla_Mujeres,QuintanaRoo,Restaurant,2
Entonces va a ser que no.,"Puede que sea el mejor de este mundo, pero está lejos de ser excelente.",Malinalco,Estado_de_Mexico,Restaurant,2
Más rentable como restaurante,"Debido a su ubicación y al mal contenido que ofrecen como ""museo,"" creo que sería más rentable y más atractivo que un buen restaurante, al final del recorrido, resulta que compran una tienda, que está a más del 30% de los precios de los otros restaurantes cercanos.",Taxco,Guerrero,Attractive,2
Evite los nachos por amor a Dios.,"Hola chicos, como muchos de ustedes, he entrado en el café con grandes expectativas. es un muy buen lugar. Quería algo ligero, así que pedí un café golpe (que era bueno) y los nachos. y para decirles que los nachos son triángulos reales con queso fundido... en un horno... Esta veriosn era patatas fritas con queso frío falso..!!!! Siento que era imposible, así que tengo que devolverlo, y el servidor no se preocupa por mi opinión, y cuando le dije que era una lástima que no servía la elicia mexicana de calidad nachos y calor.",Isla_Mujeres,QuintanaRoo,Restaurant,2
Esperamos mucho más.,"Es un lugar limpio y todo, llegamos con taquitos, pero el servicio es muy lento, los tacos no son muy ricos, son un poco pequeños y caros.",Palenque,Chiapas,Restaurant,2
Publicidad engañosa y engañosa.,"El hotel muestra sus mejores fotos en la web. Pero la realidad es que el hotel está en renovación y que se trata de un cajón de material en todo el patio central y el aparcamiento. Por lo tanto, no se puede descansar y no sólo porque los pañales y las almohadas son bastante incómodos, sino también porque desde la edad más temprana usted comienza a trabajar con máquinas ruidosas que ya no permiten descansar.",Tapalpa,Jalisco,Hotel,2
Baja calidad en servicio de alto costo,"La relación precio-servicio es muy mala. El servicio es muy lento, sobre todo en el restaurante. Los alimentos son ricos pero nada especial por su precio más tarde todavía sin gente. Éramos mi novio y yo, con otra pareja en otra mesa, los únicos a escala del restaurante y esperamos ser servidos después de la llegada de los alimentos. Pedimos el vino y el vino llegó al final de la comida. Los servidores ni siquiera saben quién debe hacer una degustación o la temperatura para servir uno.",Bacalar,QuintanaRoo,Hotel,2
